シーケンス,サウンド バイトのテキスト,評価およびスコア,サウンド バイトのセンチメント,タイトル,情報源の種類,投稿タイプ,メディア タイプ,URL,ドメイン,公開日 (GMT+09:00) Tokyo,投稿者の性別,投稿者の URL,投稿者名,投稿者の ID,投稿者 ID,投稿者ロケーション - 国 1,投稿者のロケーション - 州/省 1,投稿者ロケーション - 市区町村 1,投稿者ロケーション - 国 2,投稿者のロケーション - 州/省 2,投稿者ロケーション - 市区町村 2,投稿者ロケーション - その他,フォロワー数/ユニーク ビジター数 (日単位),職業,関心,タグ,引用された投稿,引用された投稿者名,引用された投稿者の ID,合計エンゲージメント数,コメント投稿,「いいね！」する,シェア投稿,ビューを投稿,嫌いなものを投稿,製品名,製品階層,評価
275,日産リーフが日韓ハーフにみえた,,Neutral,,Twitter,オリジナル,メディアなし,http://twitter.com/trt_uu/statuses/954734432212066310,twitter.com,2018/01/21 0:16:41,Unknown,http://twitter.com/trt_uu,ゆぴ,trt_uu,913404270589788160,,,,,,,,346,,,,,,,,,,,,,,,
276,無事に帰宅•̀.̫•́✧ 4年ぶりの積雪にびっくり(＠_＠;) 明日はどうなるのか( ´ー｀)ﾌｩｰ．．． #日産 #nissan #日産リーフ #nissanleaf #リーフ #leaf #電気自動車 #EV pic.twitter.com/iY8e4pefXB,,Neutral,,Twitter,オリジナル,画像,http://twitter.com/kassy4090/statuses/955394614399086592,twitter.com,2018/01/22 20:00:01,Unknown,http://twitter.com/kassy4090,KASSY BOX,kassy4090,139084060,,,,,,,,139,,,,,,,,,,,,,,,
277,日産、中国の電動化を推進…2022年までに全販売の3割を電動車へ densi-book.com日産、中国の電動化を推進2022年までに全販売の3-2/,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/carexportkoza/statuses/960653593417211905,twitter.com,2018/02/06 8:17:19,Unknown,http://twitter.com/carexportkoza,🚗中古車⛴輸出業支援TL,carexportkoza,775726164962713600,日本,神奈川県,横浜市,,,,,203,,,,,,,,,,,,,,,
278,【試乗インプレ】“ＥＶ先駆者”の名に恥じない高い完成度　日産の新型リーフ urltokyo3.com/?p=43891,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/urltokyo/statuses/954985687819931648,twitter.com,2018/01/21 16:55:05,Unknown,http://twitter.com/urltokyo,urltokyo,urltokyo,426474088,,,,,,,,1826,,テクノロジー,,,,,,,,,,,,,
279,大阪オートメッセでニッサン リーフに CURTのルーフラックをつけて展示されていた方がおりました😳✨ headlines.yahoo.co.jp/hl?a=20180214-… #大阪オートメッセ #オートメッセ #CURT #カート #ニッサン #日産 #リーフ #クロスオーバー #カスタムカー #カスタム #car pic.twitter.com/tH6a3VLZYc,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/AUTOPROZ_USA/statuses/963654523976847360,twitter.com,2018/02/14 15:01:57,Unknown,http://twitter.com/AUTOPROZ_USA,株式会社 オートプロズ,AUTOPROZ_USA,320897331,日本,福井県,,,,,,218,,,,,,,,,,,,,,,
280,「運転する楽しみと安全で効率的な移動手段という、2つの世界が両立する未来に向けたスタート地点。それが新型『日産リーフ』なんです」 EVには、モーターならではの「走る楽しさ」がある──新型「日産リーフ」の走りに込められた思い｜WIRED.jp @wired_jp wired.jp/2017/12/11/nis…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/NISSANEV/statuses/956897881906069505,twitter.com,2018/01/26 23:33:28,Unknown,http://twitter.com/NISSANEV,日産自動車株式会社,NISSANEV,114520726,日本,神奈川県,横浜市,,,,,51538,,,,,,,,,,,,,,,
281,日産、四国電力とコラボキャンペーン実施…リーフ購入で毎月ポイントがもらえる（オートックワン） rdsig.yahoo.co.jp/rss/l/headline…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/micheline_gods/statuses/956082987367583744,twitter.com,2018/01/24 17:35:22,女性,http://twitter.com/micheline_gods,琴音,micheline_gods,2830288297,,,,,,,,26,,,,,,,,,,,,,,,
282,マスオさんがGTR、サザエさんはリーフ、波平さんはエルグランドでも乗るのだろうか・・・まあ、それはそれでアリだな。 アニメ「サザエさん」、日産がメインスポンサーに（時事通信） - Yahoo!ニュース headlines.yahoo.co.jp/hl?a=20180201-… @YahooNewsTopics,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/dhio_ni/statuses/958887804007718912,twitter.com,2018/02/01 11:20:42,Unknown,http://twitter.com/dhio_ni,ディオ兄,dhio_ni,748658212346355712,,,,,,,,485,,テクノロジー,,,,,,,,,,,,,
283,日産リーフの電動ユニットをバスに、電池とモーター各3個 （日経BP） goo.gl/fb/9rUVY6,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/clip_board_clip/statuses/957847030650548229,twitter.com,2018/01/29 14:25:02,Unknown,http://twitter.com/clip_board_clip,回覧板,clip_board_clip,832220757035884545,,,,,,,,1853,,,,,,,,,,,,,,,
284,トヨタ カムリ、日産 リーフ、マツダ cx-5 が残る…世界カーオブザイヤーの第二次選考10台 douglasconrete.xyz/new-car/media/… pic.twitter.com/zkyyNdF2fL,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/pictor_happy/statuses/957164101523902464,twitter.com,2018/01/27 17:11:19,Unknown,http://twitter.com/pictor_happy,加藤,pictor_happy,2722411556,,,,,,,,60,,,,,,,,,,,,,,,
285,【日産オールラインアップ雪上試乗】EVは寒さに弱い!? けど、新型リーフは雪と氷に強いと断言できるワケは？ ニフティニュース これくらいの走行距離であればエアコンやその他、暖房装備をガンガン… 2bit.tk/DY9zl,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/nissanshatai/statuses/960372277232599040,twitter.com,2018/02/05 13:39:28,Unknown,http://twitter.com/nissanshatai,日産車体,nissanshatai,1338469718,,,,,,,,78,,,,,,,,,,,,,,,
286,なんと！新しい日産リーフは満タン充電で300円やし乗り心地、安全性、リーズナブルな乗用車らしいし俺の車はグランドシビック！ 今日は映画でも見て寝る pic.twitter.com/kV6WFjgH0Z,,Neutral,,Twitter,オリジナル,画像,http://twitter.com/ZRXEF/statuses/958351250197630976,twitter.com,2018/01/30 23:48:38,Unknown,http://twitter.com/ZRXEF,ながしー,ZRXEF,3426043640,,,,,,,,249,Manufacturing,アウトドア,,,,,,,,,,,,,
287,日産、中国に１兆円投資　２０２２年、２６０万台販売へ　ＥＶ強化で１・７倍に - 産経ニュース sankei.com/economy/news/1… @Sankei_newsさんから バカ！昔は日産車好きだったけど、ゴーンが来てどこの国の会社かわからなくなったねー,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/autodoa_plus/statuses/960641743640150016,twitter.com,2018/02/06 7:30:14,Unknown,http://twitter.com/autodoa_plus,autodoa,autodoa_plus,197738176,日本,福岡県,,日本,福岡県,,,338,,政治,,,,,,,,,,,,,
288,トヨタ カムリ、日産 リーフ、マツダ cx-5 が残る…世界カーオブザイヤーの第二次選考10台 douglasconrete.xyz/new-car/media/… pic.twitter.com/5MF6ta6BTy,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/octans_god/statuses/957165861869060096,twitter.com,2018/01/27 17:18:19,Unknown,http://twitter.com/octans_god,masuyama,octans_god,2844869018,,,,,,,,24,,,,,,,,,,,,,,,
289,たっくん、日産リーフの周りを周りながらじろじろ観察した後に指差して 「色がいいね〜、これあれでしょ？スピード？」 ってそれっぽいこと言ってたけど スピードじゃなくてリーフだし、 てか君何者だし。って感じだったw スピードって単語を知ってる事にもびっくりw,,Neutral,,Twitter,オリジナル,メディアなし,http://twitter.com/koooaraara/statuses/954239348714520576,twitter.com,2018/01/19 15:29:24,男性,http://twitter.com/koooaraara,teru_chans,koooaraara,4257182298,,,,,,,,49,,,,,,,,,,,,,,,
290,ルノー日産、スタートアップとの共同研究の成果を発表…自動運転やevなど youtube.geo.jp/new-car/media/… pic.twitter.com/J9UUoCqJSg,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/melanie_goood/statuses/957927843979251712,twitter.com,2018/01/29 19:46:10,男性,http://twitter.com/melanie_goood,hiruta kanji,melanie_goood,2956008127,,,,,,,,28,,,,,,,,,,,,,,,
291,日産リーフの技術を採用した「よかエコバス」、熊本で実証実験走行へ pressrelease-media.com/?p=59070,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/PrPrhikaku/statuses/955993235972870144,twitter.com,2018/01/24 11:38:43,Unknown,http://twitter.com/PrPrhikaku,PR会社比較,PrPrhikaku,920513619846139904,日本,東京都,,,,,,36,,,,,,,,,,,,,,,
292,@erinyamu_616 らしい。さっき日産ディ―ラーで、新型リーフを試乗したんだけど、雨や雪が降っていた影響で、自動運転技術プロパイロット体験は出来なかった。,,Neutral,,Twitter,返信およびコメント,メディアなし,http://twitter.com/shinichimutou/statuses/955014105068285952,twitter.com,2018/01/21 18:48:00,Unknown,http://twitter.com/shinichimutou,武藤進一,shinichimutou,222721635,,,,,,,,723,,テクノロジー; スポーツ; 旅行,,,,,,,,,,,,,
293,日産 リーフ を凍った湖の上で走らせたらどうなるか【vr試乗】 youtube.geo.jp/new-car/media/… pic.twitter.com/p1OAua7yZP,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/serpens_luckky/statuses/960790321440477184,twitter.com,2018/02/06 17:20:37,Unknown,http://twitter.com/serpens_luckky,白井,serpens_luckky,2988087765,,,,,,,,52,,動画,,,,,,,,,,,,,
294,（地獄絵図）サンデーモーニングで放送事故 youtu.be/yRkD39-w8-A #日産リーフ #小室哲哉 #せふほで本性が分かる #カリオストロの城 #イケメンか女神かオッサンかBBAか #神か天使か悪魔か妖精 #XIVLive #ルパン三世 #悔いなし #昭和一桁 pic.twitter.com/PKqniBRm2E,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/indonoringo/statuses/954342941337665536,twitter.com,2018/01/19 22:21:02,Unknown,http://twitter.com/indonoringo,印度の林檎@情熱とテンション,indonoringo,298948446,日本,埼玉県,所沢市,,,,,2753,芸術・創作,音楽; テレビ,,,,,,,,,,,,,
295,Car Watch EVバス「よかエコバス」に日産「リーフ」のバッテリーなど搭載 Car Watch 全国各地の重要な交通機関である路線バスの環境対策に取り組むプロジェクトに賛同した日産は… 2bit.tk/DY9zl,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/nissanshatai/statuses/954758350666944512,twitter.com,2018/01/21 1:51:44,Unknown,http://twitter.com/nissanshatai,日産車体,nissanshatai,1338469718,,,,,,,,78,,,,,,,,,,,,,,,
296,日産が中国でEVを売りまくりたい本当のワケ 北京のナンバープレート当選確率は0.0012％ | 自動車 - 東洋経済オンライン toyokeizai.net/articles/-/209… @Toyokeizaiさんから,,ポジティブ,,Twitter,オリジナル,リンク,http://twitter.com/akshoukai/statuses/964697340752769024,twitter.com,2018/02/17 12:05:43,Unknown,http://twitter.com/akshoukai,EandM,akshoukai,1870070070,日本,埼玉県,,,,,,4136,経営管理,,,,,,,,,,,,,,
297,日産、中国に１兆円投資　電動車20種以上投入 wsantenavaluea1.com/?p=14473 pic.twitter.com/mUb1FwMlme,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/kick128034/statuses/961127046872170496,twitter.com,2018/02/07 15:38:39,Unknown,http://twitter.com/kick128034,ミドルキック,kick128034,292871680,,,,,,,,1635,,,,,,,,,,,,,,,
298,#日産リーフحياكم في معرض روائع المملكه الموجد بمتحف طوكيو بتاريخ ٢٣يناير 23の郵便配達員の郵便配達員の郵便配達員23の郵便配達員 23 No yūbin haitatsuin no yūbin haitats... المزيد#日産リーフ pic.twitter.com/3R3bjFgYFc,,Neutral,,Twitter,オリジナル,画像,http://twitter.com/jojojadeaa/statuses/954289123375775744,twitter.com,2018/01/19 18:47:11,Unknown,http://twitter.com/jojojadeaa,Jojo,jojojadeaa,804508202004021250,,,,,,,,49,,,,,,,,,,,,,,,
299,（悲報）永野芽郁のインスタ大炎上(´;ω;｀) youtube.com/watch?v=sX182W… #日産リーフ #小室哲哉 #せふほで本性が分かる #イケメンか女神かオッサンかBBAか #カリオストロ #神か天使か悪魔か妖精 #XIVLive #毘沙門天廻 #シロ生放送 #ロンハー　#小室さん引退 pic.twitter.com/tkizSg7tfF,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/indonoringo/statuses/954325303014207488,twitter.com,2018/01/19 21:10:57,Unknown,http://twitter.com/indonoringo,印度の林檎@情熱とテンション,indonoringo,298948446,日本,埼玉県,所沢市,,,,,2753,芸術・創作,音楽; テレビ,,,,,,,,,,,,,
300,急速充電器の2期設置はありがたいです #日産リーフ #ev #Nissan #日産 #充電 #日産ノート #epower pic.twitter.com/BA5suiDAmN,,Neutral,,Twitter,オリジナル,画像,http://twitter.com/haruo_fukushima/statuses/954991096790007808,twitter.com,2018/01/21 17:16:35,女性,http://twitter.com/haruo_fukushima,オフィス ふくしま,haruo_fukushima,905936106591404032,日本,静岡県,沼津市,,,,,13,,,,,,,,,,,,,,,
301,"“In a Far Beach ” anju in jp Download, please.Thank you. itunes.apple.com/gb/album/yuani… #日産リーフ #FGOラジオ #シノアリス #ar954 #tbsradio",,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/anju_music_/statuses/954282394856472576,twitter.com,2018/01/19 18:20:27,Unknown,http://twitter.com/anju_music_,pretty.honey.special,anju_music_,346931549,,,,,,,,10350,,音楽,,,,,,,,,,,,,
302,日産リーフがやたらと気になる・・・・car-moby.jp/75984,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/airmassu/statuses/955915754993430528,twitter.com,2018/01/24 6:30:50,Unknown,http://twitter.com/airmassu,airmassu,airmassu,99459430,日本,京都府,,,,,,925,,,,,,,,,,,,,,,
303,ハイブリッド乗るなら100%電気の日産リーフオススメする。私次乗る車はリーフって決めてる。,,ポジティブ,,Twitter,オリジナル,メディアなし,http://twitter.com/daizumame03/statuses/961595278842195968,twitter.com,2018/02/08 22:39:14,Unknown,http://twitter.com/daizumame03,大豆まめ,daizumame03,1306403072,,,,,,,,27,,,,,,,,,,,,,,,
304,レスポンス ルノー日産、スタートアップとの共同研究の成果を発表…自動運転やEVなど レスポンス ルノーと日産自動車はスタートアップ企業を支援するプログラム、「CityMaker」において… 2bit.tk/sg8TA,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/nissanjidousha/statuses/957865934802255872,twitter.com,2018/01/29 15:40:09,Unknown,http://twitter.com/nissanjidousha,日産自動車,nissanjidousha,1338421538,,,,,,,,184,,,,,,,,,,,,,,,
305,日産、トヨタもビックリ！ポルシェが「超急速充電」発表でEVの常識を覆す（オートックワン） rdsig.yahoo.co.jp/rss/l/headline…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/florenthappy/statuses/958985614753398785,twitter.com,2018/02/01 17:49:22,男性,http://twitter.com/florenthappy,風間豊治,florenthappy,2741755831,,,,,,,,29,,,,,,,,,,,,,,,
306,【カーシェアニュース】仏ルノー・日産・三菱自、中国でＥＶシェア 滴滴出行と覚書 ift.tt/2E9qo7J #カーシェア #カーシェアリング,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/carsharemania/statuses/961353683551375361,twitter.com,2018/02/08 6:39:13,女性,http://twitter.com/carsharemania,カーシェアマニア,carsharemania,1912420134,,,,,,,,1468,,,,,,,,,,,,,,,
307,@Kuwayuki2 日産リーフです。 今頃、設定しています。笑,,Neutral,,Twitter,返信およびコメント,メディアなし,http://twitter.com/38chiichan/statuses/958677330888507392,twitter.com,2018/01/31 21:24:21,女性,http://twitter.com/38chiichan,ちいちゃん,38chiichan,927670860349022209,日本,,,,,,,148,,テクノロジー; 動画,,,,,,,,,,,,,
308,日産 リーフ 新型、欧州受注が1万2000台超え　発売3か月 y-trd.com日産-リーフ-新型、欧州受注が1万2000台超え　発売3か/ #中古車 #車屋 #ネットビジネス #nhk,,ポジティブ,,Twitter,オリジナル,リンク,http://twitter.com/carexportkoza/statuses/956320313653977089,twitter.com,2018/01/25 9:18:25,Unknown,http://twitter.com/carexportkoza,🚗中古車⛴輸出業支援TL,carexportkoza,775726164962713600,日本,神奈川県,横浜市,,,,,200,,,,,,,,,,,,,,,
309,ルノー日産、スタートアップとの共同研究の成果を発表…自動運転やevなど youtube.geo.jp/new-car/media/… pic.twitter.com/D1c7lZOpYo,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/orang_tourmalin/statuses/958255827248451586,twitter.com,2018/01/30 17:29:27,女性,http://twitter.com/orang_tourmalin,uno ichitaro,orang_tourmalin,3015470583,,,,,,,,57,,,,,,,,,,,,,,,
310,☆A167case入荷 トミカ ・96トヨタセリカ赤 ・99トヨタエスティマ ・112ホンダエアウェイブ青 ・116スーパーアンジュランス ・120日産リーフ 初回カラー赤 pic.twitter.com/xTVHZy3eYv,,Neutral,,Twitter,オリジナル,画像,http://twitter.com/NakanoCubestyle/statuses/958647245166882816,twitter.com,2018/01/31 19:24:48,Unknown,http://twitter.com/NakanoCubestyle,レンタルショーケース　キューブスタイル,NakanoCubestyle,338912170,,,,,,,,2066,,,,,,,,,,,,,,,
311,日産、新型「リーフ」を購入すると四国電力のポイントが付加されるキャンペーン douglasconrete.xyz/new-car/media/… pic.twitter.com/ZcYy6Oh680,,ポジティブ,,Twitter,オリジナル,リンク; 画像,http://twitter.com/golden_tourmali/statuses/957235579590270976,twitter.com,2018/01/27 21:55:21,Unknown,http://twitter.com/golden_tourmali,kuroda nobuo,golden_tourmali,2843132085,,,,,,,,36,,飲食,,,,,,,,,,,,,
312,＠IT MONOist EVが持つ電力需給調整能力とは？ 日産が「バーチャルパワープラント」の実験 ＠IT MONOist こうした実証実験を通して、電動車の普及に向けてEVの電力需給調整… 2bit.tk/sg8TA,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/nissanjidousha/statuses/958478849288888320,twitter.com,2018/01/31 8:15:40,Unknown,http://twitter.com/nissanjidousha,日産自動車,nissanjidousha,1338421538,,,,,,,,183,,,,,,,,,,,,,,,
313,日産　新型リーフ　急な坂道をエコモードで登ってみた　スパ・フランコルシャンのオールージュみたいな youtu.be/QVLv3YOWqQw,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/yuusupersaiyaji/statuses/963695759425089536,twitter.com,2018/02/14 17:45:48,Unknown,http://twitter.com/yuusupersaiyaji,sekikinTV＠youtubeの進め,yuusupersaiyaji,509681863,,,,,,,,27428,,テクノロジー; 動画,,,,,,,,,,,,,
314,マスオさんがリーフを買ってリコールにあつて、サザエさんに怒られる未来。//サザエさん スポンサーに日産 | 2018/2/1(木) - Yahoo!ニュース news.yahoo.co.jp/pickup/6270450 @YahooNewsTopics,,ポジティブ,,Twitter,オリジナル,リンク,http://twitter.com/pj_berry1111/statuses/958904848388317184,twitter.com,2018/02/01 12:28:26,Unknown,http://twitter.com/pj_berry1111,ぴーじぇい@沖縄病（重症）,pj_berry1111,202951369,,,,,,,,1017,,旅行,,,,,,,,,,,,,
315,ワイパーの音うっさwwww中谷さんがせっかくインプレッションしよるんだけど、ワイパー作動の度にドラレコの衝突録画機能働いてるw 日産 新型リーフ EV 雪道 インプレッション！ by 中谷明彦 youtu.be/8GSwjL8Jq5s @YouTubeより,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/emoto1096/statuses/961587387250786306,twitter.com,2018/02/08 22:07:53,Unknown,http://twitter.com/emoto1096,いもと cx-8納車待ち,emoto1096,929931662531502080,,,,,,,,73,テクノロジー; 学生; 起業; 銀行・金融,自動車; 写真と動画,,,,,,,,,,,,,
316,日産、熊本のEVバスプロジェクトに技術協力…リーフのバッテリーなど ift.tt/2FZrxM6,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/motomanorio/statuses/955254015876616198,twitter.com,2018/01/22 10:41:19,男性,http://twitter.com/motomanorio,元町　紀夫,motomanorio,1486870254,日本,兵庫県,,,,,,4211,,自動車; スポーツ; アウトドア; 飲食,,,,,,,,,,,,,
317,#日産リーフ,,Neutral,,Twitter,オリジナル,メディアなし,http://twitter.com/8yw1RL2Hv7sPNBp/statuses/954192409855852544,twitter.com,2018/01/19 12:22:53,Unknown,http://twitter.com/8yw1RL2Hv7sPNBp,奥谷晃充,8yw1RL2Hv7sPNBp,954145203840999425,,,,,,,,,,,,,,,,,,,,,,,
318,日産 リーフで行く、東国三社パワースポット巡りロングドライブ！ densi-book.com日産-リーフで行く、東国三社パワースポット巡-3/,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/carexportkoza/statuses/957935782974468096,twitter.com,2018/01/29 20:17:42,Unknown,http://twitter.com/carexportkoza,🚗中古車⛴輸出業支援TL,carexportkoza,775726164962713600,日本,神奈川県,横浜市,,,,,207,,,,,,,,,,,,,,,
319,トヨタ カムリ、日産 リーフ、マツダ cx-5 が残る…世界カーオブザイヤーの第二次選考10台 douglasconrete.xyz/new-car/media/… pic.twitter.com/8DZQJoWyWl,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/trtoise_shell/statuses/956457396083228672,twitter.com,2018/01/25 18:23:08,男性,http://twitter.com/trtoise_shell,勝美,trtoise_shell,822248651237883904,,,,,,,,17,,,,,,,,,,,,,,,
320,【大阪オートメッセ2018】電気自動車にもクロスオーバーを!!　今風に変身した日産「リーフ」のカスタマイズカーが登場!!Autoblog 日本版,,ポジティブ,,Twitter,オリジナル,メディアなし,http://twitter.com/mgerdy0w/statuses/963970545879367680,twitter.com,2018/02/15 11:57:42,Unknown,http://twitter.com/mgerdy0w,もちゃ,mgerdy0w,899562179216670720,,,,,,,,63,,,,,,,,,,,,,,,
321,日産　中国市場に１兆円投資　ＥＶ中心にトップ３のメーカー目指す pressrelease-media.com/?p=85075,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/PrPrhikaku/statuses/960432244459560961,twitter.com,2018/02/05 17:37:45,Unknown,http://twitter.com/PrPrhikaku,PR会社比較,PrPrhikaku,920513619846139904,日本,東京都,,,,,,36,,,,,,,,,,,,,,,
322,@pokapokaohirune envワゴン、リーフ並のオマケあるのかよくわからない？日産広報に電話しても昨日は？でした。 今日、また聞いてみよ。 仕事にならないよ。笑。,,Neutral,,Twitter,返信およびコメント,メディアなし,http://twitter.com/TAKA500C/statuses/960299651592155136,twitter.com,2018/02/05 8:50:53,男性,http://twitter.com/TAKA500C,たかたか,TAKA500C,184300242,,,,,,,,175,,,,,,,,,,,,,,,
323,日産 リーフ 新型のグランドツーリング仕様など展示予定…大阪オートメッセ2018レスポンス,,Neutral,,Twitter,オリジナル,メディアなし,http://twitter.com/malikiwsnsnims1/statuses/961443330931400704,twitter.com,2018/02/08 12:35:27,Unknown,http://twitter.com/malikiwsnsnims1,pol lee,malikiwsnsnims1,887569234963947520,,,,,,,,42,,,,,,,,,,,,,,,
324,ルノー・日産・三菱自動車、中国の配車アプリ大手「滴滴出行」とEVカーシェアリングで協業 sfknewsheadline.com/?p=309908,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/curiousjeorgiro/statuses/961519975147167745,twitter.com,2018/02/08 17:40:00,男性,http://twitter.com/curiousjeorgiro,きゅりあすじょーじろう,curiousjeorgiro,849085912407584768,,,,,,,,40,,,,,,,,,,,,,,,
325,日産、中国に1兆円投資を発表。22年までにEVなどの電動車20種以上投入へ coin.windy5.com/19670/ byリップル速報,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/ripple2017/statuses/961410616614273024,twitter.com,2018/02/08 10:25:27,Unknown,http://twitter.com/ripple2017,リップル速報,ripple2017,910638031467458560,,,,,,,,711,,,,,,,,,,,,,,,
326,【大阪オートメッセ2018】電気自動車にもクロスオーバーを!!　今風に変身した日産「リーフ」のカスタマイズカーが登場!!Autoblog 日本版,,ポジティブ,,Twitter,オリジナル,メディアなし,http://twitter.com/dzullohke/statuses/964018205755781122,twitter.com,2018/02/15 15:07:05,Unknown,http://twitter.com/dzullohke,わし,dzullohke,900375253980991489,,,,,,,,46,,,,,,,,,,,,,,,
327,極寒の中、どれだけバッテリー性能が保てるのか疑問。下手したら50%も保てないんじゃない？ 日産リーフ、驚愕の氷上雪上性能。（河口まなぶ）- Yahoo!ニュース news.yahoo.co.jp/byline/kawaguc…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/KarutaGassyou/statuses/956332792140349440,twitter.com,2018/01/25 10:08:00,男性,http://twitter.com/KarutaGassyou,よね＠春風,KarutaGassyou,527911883,日本,岐阜県,,日本,富山県,,,992,,,,,,,,,,,,,,,
328,日産、中国に１兆円投資　電動車20種以上投入 urltokyo1.com/?p=145693 pic.twitter.com/ZvcxTeM4i6,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/urltokyo/statuses/960690807790624768,twitter.com,2018/02/06 10:45:12,Unknown,http://twitter.com/urltokyo,urltokyo,urltokyo,426474088,,,,,,,,1817,,テクノロジー,,,,,,,,,,,,,
329,何故かプリウスの悪口いいながら #今日のプリウス と書いてる奴の日産欠陥中古日産リーフ 笑笑 暖房使うと航続距離が30㎞まで落ちるリーフ pic.twitter.com/FlrqyKune3,,ポジティブ,,Twitter,オリジナル,画像,http://twitter.com/KMDZoB4xdXX98ra/statuses/963106641724846080,twitter.com,2018/02/13 2:44:51,Unknown,http://twitter.com/KMDZoB4xdXX98ra,ファっとん,KMDZoB4xdXX98ra,959628435441135616,,,,,,,,19,,,,,,,,,,,,,,,
330,ルノー日産、スタートアップとの共同研究の成果を発表…自動運転やevなど youtube.geo.jp/new-car/media/… pic.twitter.com/svj4KkecoE,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/silver_pearl_lu/statuses/958249197714763776,twitter.com,2018/01/30 17:03:06,Unknown,http://twitter.com/silver_pearl_lu,nara,silver_pearl_lu,2804072918,,,,,,,,32,,家族,,,,,,,,,,,,,
331,あー、リーフ快適♪ 揺れないし、くさくないし。ぼくいつも安心して寝ちゃうんだ。（ムーニンちゃん） #日産リーフ #電気自動車 #うさこんち pic.twitter.com/OSTOUzNv1o,,ポジティブ,,Twitter,オリジナル,画像,http://twitter.com/usako_haha/statuses/961888170865405953,twitter.com,2018/02/09 18:03:05,Unknown,http://twitter.com/usako_haha,うさこ母@うさこんち,usako_haha,100495731,日本,東京都,町田市,,,,,2649,,,,,,,,,,,,,,,
332,日産 関専務「2018年に日産ブランド2車種など3モデル」…中国でのEV展開 dlvr.it/QGXT01 pic.twitter.com/P2RkWuJalE,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/lexusbangkok/statuses/964274411887931392,twitter.com,2018/02/16 8:05:09,Unknown,http://twitter.com/lexusbangkok,Lexus@Bangkok,lexusbangkok,39005218,,,,,,,,1012,,,,,,,,,,,,,,,
333,日産リーフ　中古車人気で在庫激減の訳！！ new-car.blog.jp/archives/10303…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/bravercast/statuses/958572009381879808,twitter.com,2018/01/31 14:25:51,Unknown,http://twitter.com/bravercast,Bravercast,bravercast,140971650,日本,,,,,,,3437,,自動車,,,,,,,,,,,,,
334,日産、トヨタもビックリ！ポルシェが「超急速充電」発表でEVの常識を覆す（オートックワン） - Yahoo!ニュース headlines.yahoo.co.jp/hl?a=20180131-… @YahooNewsTopics,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/hatasoku/statuses/958841433879863296,twitter.com,2018/02/01 8:16:26,Unknown,http://twitter.com/hatasoku,畑測量設計［稚内］,hatasoku,1305845562,日本,北海道,稚内市,,,,,2506,,,,,,,,,,,,,,,
335,借りて走ってみようかな 日産リーフ、驚愕の氷上雪上性能。(河口まなぶ) - Y!ニュース news.yahoo.co.jp/byline/kawaguc…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/frecce/statuses/956353290551271425,twitter.com,2018/01/25 11:29:27,Unknown,http://twitter.com/frecce,隊長@りっぴーたー,frecce,6190402,,,,,,,,2573,,,,,,,,,,,,,,,
